frame_index,has_face,dominant_emotion,face_front
254,True,sad,True
255,True,fear,True
256,True,angry,True
257,True,fear,True
258,True,neutral,True
259,True,fear,True
260,True,sad,True
261,True,fear,True
262,True,fear,True
263,True,fear,True
264,True,fear,True
265,True,fear,True
266,True,happy,True
267,True,happy,True
268,True,fear,True
269,True,fear,True
270,True,happy,True
271,True,happy,True
272,True,happy,True
273,True,happy,True
274,True,happy,True
275,True,happy,True
276,True,happy,True
277,True,happy,True
278,True,happy,True
279,True,happy,True
280,True,happy,True
281,True,happy,True
282,True,happy,True
283,True,happy,True
284,True,happy,True
285,True,happy,True
286,True,happy,True
287,True,happy,True
288,True,surprise,True
289,True,happy,True
290,True,happy,True
291,True,happy,True
292,True,happy,True
293,True,happy,True
294,True,happy,True
295,True,happy,True
296,True,happy,True
297,True,happy,True
298,True,happy,True
299,True,happy,True
300,True,happy,True
301,True,happy,True
302,True,happy,True
303,True,happy,True
304,True,happy,True
305,True,happy,True
306,True,happy,True
307,True,happy,True
308,True,happy,True
309,True,happy,True
310,True,neutral,True
311,True,happy,True
312,True,happy,True
313,True,happy,True
314,True,happy,True
315,True,happy,True
316,True,happy,True
317,True,happy,True
318,True,happy,True
319,True,happy,True
320,True,happy,True
321,True,happy,True
322,True,happy,True
323,True,happy,True
324,True,happy,True
325,True,happy,True
326,True,happy,True
327,True,neutral,True
328,True,neutral,True
329,True,happy,True
330,True,happy,True
331,True,happy,True
332,True,happy,True
333,True,happy,True
334,True,happy,True
335,True,happy,True
336,True,happy,True
337,True,happy,True
338,True,happy,True
339,True,happy,True
340,True,neutral,True
341,True,neutral,True
342,True,neutral,True
343,True,neutral,True
344,True,neutral,True
345,True,happy,True
346,True,neutral,True
347,True,neutral,True
348,True,happy,True
349,True,happy,True
350,True,happy,True
351,True,happy,True
352,True,happy,True
353,True,happy,True
354,True,happy,True
355,True,happy,True
356,True,happy,True
357,True,happy,True
358,True,happy,True
359,True,happy,True
360,False,,False
361,False,,False
362,False,,False
363,False,,False
364,False,,False
365,False,,False
366,False,,False
367,False,,False
368,False,,False
369,False,,False
370,False,,False
371,False,,False
372,False,,False
373,False,,False
374,False,,False
375,False,,False
376,False,,False
377,False,,False
378,False,,False
379,False,,False
380,False,,False
381,False,,False
382,False,,False
383,False,,False
384,False,,False
385,False,,False
386,False,,False
387,False,,False
388,False,,False
389,False,,False
390,False,,False
391,False,,False
392,False,,False
393,False,,False
394,False,,False
395,False,,False
396,False,,False
397,False,,False
398,False,,False
399,False,,False
400,False,,False
401,False,,False
402,False,,False
403,False,,False
404,False,,False
405,False,,False
406,False,,False
407,False,,False
408,False,,False
409,False,,False
410,False,,False
411,False,,False
412,False,,False
413,False,,False
414,False,,False
415,False,,False
416,False,,False
417,False,,False
418,False,,False
419,False,,False
420,False,,False
421,False,,False
422,False,,False
423,False,,False
424,False,,False
425,False,,False
426,False,,False
427,False,,False
428,False,,False
429,False,,False
430,False,,False
431,False,,False
432,False,,False
433,False,,False
434,False,,False
435,False,,False
436,False,,False
437,False,,False
438,False,,False
439,False,,False
440,False,,False
441,False,,False
442,False,,False
443,False,,False
444,False,,False
445,False,,False
446,False,,False
447,False,,False
448,False,,False
449,False,,False
450,False,,False
451,False,,False
452,False,,False
453,False,,False
454,False,,False
455,False,,False
456,False,,False
457,False,,False
458,False,,False
459,False,,False
460,False,,False
461,False,,False
462,False,,False
463,False,,False
464,False,,False
465,False,,False
466,False,,False
467,False,,False
468,False,,False
469,False,,False
470,False,,False
471,False,,False
472,False,,False
473,False,,False
474,False,,False
475,False,,False
476,False,,False
477,False,,False
478,False,,False
479,False,,False
480,False,,False
481,False,,False
482,False,,False
483,False,,False
484,False,,False
485,False,,False
486,False,,False
487,False,,False
488,False,,False
489,True,fear,False
490,True,fear,False
491,False,,False
492,False,,False
493,False,,False
494,False,,False
495,False,,False
496,False,,False
497,False,,False
498,False,,False
499,False,,False
500,False,,False
501,False,,False
502,False,,False
503,False,,False
504,False,,False
505,False,,False
506,False,,False
507,False,,False
508,False,,False
509,False,,False
510,False,,False
511,False,,False
512,False,,False
513,False,,False
514,False,,False
515,False,,False
516,False,,False
517,False,,False
518,False,,False
519,False,,False
520,False,,False
521,False,,False
522,False,,False
523,False,,False
524,False,,False
525,False,,False
526,False,,False
527,False,,False
528,False,,False
529,False,,False
530,False,,False
531,False,,False
532,False,,False
533,False,,False
534,False,,False
535,False,,False
536,False,,False
537,False,,False
538,False,,False
539,False,,False
540,False,,True
541,False,,True
542,False,,True
543,False,,False
544,False,,True
545,False,,True
546,False,,True
547,False,,True
548,False,,True
549,False,,True
550,False,,True
551,False,,True
552,False,,True
553,False,,True
554,False,,True
555,True,sad,True
556,True,sad,True
557,True,sad,True
558,True,sad,True
559,True,sad,True
560,True,neutral,True
561,True,neutral,True
562,True,fear,True
563,True,sad,True
564,True,neutral,True
565,True,sad,True
566,False,,True
567,False,,True
568,False,,True
569,False,,False
570,False,,False
571,False,,False
572,False,,False
573,False,,False
574,False,,False
575,False,,False
576,False,,False
577,False,,False
578,False,,False
579,False,,False
580,False,,False
581,False,,False
582,False,,False
583,False,,False
584,False,,False
585,False,,False
586,False,,False
587,False,,False
588,False,,False
589,False,,False
590,False,,False
591,False,,False
592,False,,False
593,False,,False
594,False,,False
595,False,,False
596,False,,False
597,False,,False
598,False,,False
599,True,fear,False
600,False,,False
601,False,,False
602,False,,False
603,False,,False
604,False,,False
605,False,,False
606,False,,False
607,False,,False
608,False,,False
609,False,,False
610,False,,False
611,False,,False
612,False,,False
613,False,,False
614,False,,False
615,False,,False
616,False,,False
617,False,,False
618,False,,False
619,False,,False
620,False,,False
621,False,,False
622,False,,False
623,False,,False
624,False,,False
625,False,,False
626,False,,False
627,False,,False
628,False,,False
629,False,,False
630,False,,False
631,True,fear,False
632,False,,False
633,False,,False
634,False,,False
635,False,,False
636,False,,False
637,False,,False
638,False,,False
639,False,,False
640,False,,False
641,False,,False
642,False,,False
643,False,,False
644,False,,False
645,False,,False
646,False,,False
647,False,,False
648,False,,False
649,False,,False
650,False,,False
651,False,,False
652,False,,False
653,False,,False
654,False,,False
655,False,,False
656,False,,False
657,False,,False
658,False,,False
659,False,,False
660,False,,False
661,False,,False
662,False,,False
663,False,,True
664,True,sad,True
665,True,sad,True
666,True,neutral,True
667,True,sad,True
668,True,angry,True
669,True,happy,True
670,True,happy,True
671,True,sad,True
672,True,sad,True
673,True,sad,True
674,True,neutral,True
675,True,fear,True
676,True,fear,True
677,True,neutral,True
678,True,sad,True
679,False,,False
680,False,,False
681,False,,False
682,False,,False
683,False,,False
684,False,,False
685,False,,False
686,False,,False
687,False,,False
688,False,,False
689,False,,False
690,False,,False
691,False,,False
692,False,,False
693,False,,False
694,False,,False
695,False,,False
696,False,,False
697,False,,False
698,False,,False
699,False,,False
700,False,,False
701,False,,False
702,False,,False
703,False,,False
704,False,,False
705,False,,False
706,False,,False
707,False,,False
708,False,,False
709,False,,False
710,False,,False
711,False,,False
712,False,,False
713,False,,False
714,False,,False
715,False,,False
716,False,,False
717,False,,False
718,False,,False
719,False,,False
720,True,neutral,True
721,True,neutral,True
722,True,happy,True
723,True,neutral,True
724,True,neutral,True
725,True,neutral,True
726,True,neutral,True
727,True,happy,True
728,True,neutral,True
729,True,neutral,True
730,True,happy,True
731,True,neutral,True
732,True,happy,True
733,True,neutral,True
734,True,neutral,True
735,True,neutral,True
736,True,neutral,True
737,True,neutral,True
738,True,neutral,True
739,True,neutral,True
740,True,neutral,True
741,True,neutral,True
742,True,neutral,True
743,True,neutral,True
744,True,neutral,True
745,True,neutral,True
746,True,neutral,True
747,True,neutral,True
748,True,neutral,True
749,True,neutral,True
750,True,neutral,True
751,True,neutral,True
752,True,neutral,True
753,True,neutral,True
754,True,neutral,True
755,True,neutral,True
756,True,neutral,True
757,True,neutral,True
758,True,neutral,True
759,True,neutral,True
760,True,neutral,True
761,True,neutral,True
762,True,neutral,True
763,True,neutral,True
764,True,neutral,True
765,True,neutral,True
766,True,neutral,True
767,True,neutral,True
768,True,neutral,True
769,True,neutral,True
770,True,neutral,True
771,True,neutral,True
772,True,neutral,True
773,True,neutral,True
774,True,neutral,True
775,True,neutral,True
776,True,neutral,True
777,True,neutral,True
778,True,neutral,True
779,True,neutral,True
780,True,neutral,True
781,True,neutral,True
782,True,neutral,True
783,True,neutral,True
784,True,neutral,True
785,True,neutral,True
786,True,neutral,True
787,True,neutral,True
788,True,neutral,True
789,True,neutral,True
790,True,neutral,True
791,True,neutral,True
792,True,neutral,True
793,True,neutral,True
794,True,neutral,True
795,True,neutral,True
796,True,neutral,True
797,True,neutral,True
798,True,neutral,True
799,True,neutral,True
800,True,neutral,True
801,True,neutral,True
802,True,neutral,True
803,True,neutral,True
804,True,neutral,True
805,True,neutral,True
806,True,neutral,True
807,True,happy,True
808,True,neutral,True
809,True,neutral,True
810,True,neutral,True
811,True,neutral,True
812,True,neutral,True
813,True,neutral,True
814,True,neutral,True
815,True,neutral,True
816,True,neutral,True
817,True,neutral,True
818,True,neutral,True
819,True,neutral,True
820,True,neutral,True
821,True,neutral,True
822,True,neutral,True
823,True,neutral,True
824,True,neutral,True
825,True,neutral,True
826,True,happy,True
827,True,neutral,True
828,True,neutral,True
829,True,happy,True
830,True,happy,True
831,True,neutral,True
832,True,neutral,True
833,True,neutral,True
834,True,neutral,True
835,True,neutral,True
836,True,neutral,True
837,True,neutral,True
838,True,happy,True
839,True,happy,True
840,True,happy,True
841,True,happy,True
842,True,happy,True
843,True,happy,True
844,True,happy,True
845,True,happy,True
846,True,happy,True
847,True,happy,True
848,True,happy,True
849,True,happy,True
850,True,happy,True
851,True,happy,True
852,True,happy,True
853,True,happy,True
854,True,happy,True
855,True,happy,True
856,True,happy,True
857,True,happy,True
858,True,happy,True
859,True,happy,True
860,True,happy,True
861,True,happy,True
862,True,happy,True
863,True,happy,True
864,True,happy,True
865,True,happy,True
866,True,happy,True
867,True,happy,True
868,True,happy,True
869,True,happy,True
870,True,happy,True
871,True,happy,True
872,True,happy,True
873,True,happy,True
874,True,happy,True
875,True,happy,True
876,True,happy,True
877,True,happy,True
878,True,happy,True
879,True,happy,True
880,True,happy,True
881,True,happy,True
882,True,happy,True
883,True,happy,True
884,True,happy,True
885,True,happy,True
886,True,happy,True
887,True,happy,True
888,True,happy,True
889,True,happy,True
890,True,happy,True
891,True,happy,True
892,True,happy,True
893,True,happy,True
894,True,happy,True
895,True,happy,True
896,True,happy,True
897,True,happy,True
898,True,happy,True
899,True,happy,True
900,True,surprise,True
901,True,surprise,True
902,True,surprise,True
903,True,happy,True
904,True,surprise,True
905,True,surprise,True
906,True,surprise,True
907,True,surprise,True
908,True,surprise,True
909,True,surprise,True
910,True,surprise,True
911,True,surprise,True
912,True,surprise,True
913,True,surprise,True
914,True,surprise,True
915,True,surprise,True
916,True,surprise,True
917,True,surprise,True
918,True,surprise,True
919,True,happy,True
920,True,surprise,True
921,True,surprise,True
922,True,happy,True
923,True,happy,True
924,True,surprise,True
925,True,happy,True
926,True,surprise,True
927,True,surprise,True
928,True,surprise,True
929,True,surprise,True
930,True,happy,True
931,True,surprise,True
932,True,happy,True
933,True,surprise,True
934,True,surprise,True
935,True,happy,True
936,True,neutral,True
937,True,happy,True
938,True,happy,True
939,True,happy,True
940,True,happy,True
941,True,surprise,True
942,True,happy,True
943,True,happy,True
944,True,happy,True
945,True,surprise,True
946,True,happy,True
947,True,happy,True
948,True,happy,True
949,True,happy,True
950,True,happy,True
951,True,happy,True
952,True,surprise,True
953,True,surprise,True
954,True,surprise,True
955,True,surprise,True
956,True,surprise,True
957,True,happy,True
958,True,happy,True
959,True,surprise,True
960,True,happy,True
961,True,surprise,True
962,True,happy,True
963,True,happy,True
964,True,happy,True
965,True,surprise,True
966,True,surprise,True
967,True,surprise,True
968,True,surprise,True
969,True,surprise,True
970,True,happy,True
971,True,surprise,True
972,True,neutral,True
973,True,surprise,True
974,True,happy,True
975,True,surprise,True
976,True,fear,True
977,True,neutral,True
978,True,happy,True
979,True,surprise,True
980,True,fear,True
981,True,happy,True
982,True,surprise,True
983,True,happy,True
984,True,surprise,True
985,True,surprise,True
986,True,happy,True
987,True,neutral,True
988,True,happy,True
989,True,happy,True
990,True,surprise,True
991,True,surprise,True
992,True,fear,True
993,True,happy,True
994,True,surprise,True
995,True,happy,True
996,True,surprise,True
997,True,neutral,True
998,True,neutral,True
999,True,surprise,True
1000,True,surprise,True
1001,True,surprise,True
1002,True,fear,True
1003,True,fear,True
1004,True,neutral,True
1005,True,neutral,True
1006,True,happy,True
1007,True,happy,True
1008,True,fear,True
1009,True,fear,True
1010,True,happy,True
1011,True,happy,True
1012,True,fear,True
1013,True,fear,True
1014,True,surprise,True
1015,True,neutral,True
1016,True,surprise,True
1017,True,happy,True
1018,True,surprise,True
1019,True,surprise,True
1020,True,surprise,True
1021,True,surprise,True
1022,True,surprise,True
1023,True,surprise,True
1024,True,surprise,True
1025,True,surprise,True
1026,True,surprise,True
1027,True,surprise,True
1028,True,surprise,True
1029,True,surprise,True
1030,True,surprise,True
1031,True,fear,True
1032,True,fear,True
1033,True,fear,True
1034,True,surprise,True
1035,True,surprise,True
1036,True,fear,True
1037,True,fear,True
1038,True,fear,True
1039,True,angry,True
1040,True,fear,True
1041,True,fear,True
1042,True,fear,True
1043,True,fear,True
1044,True,fear,True
1045,True,fear,True
1046,True,fear,True
1047,True,fear,True
1048,True,fear,True
1049,True,sad,True
1050,True,fear,True
1051,True,angry,True
1052,True,fear,True
1053,True,fear,True
1054,True,fear,True
1055,True,happy,True
1056,True,surprise,True
1057,True,fear,True
1058,True,fear,True
1059,True,fear,True
1060,True,surprise,True
1061,True,fear,True
1062,True,happy,True
1063,True,happy,True
1064,True,fear,True
1065,True,surprise,True
1066,True,surprise,True
1067,True,fear,True
1068,True,surprise,True
1069,True,fear,True
1070,True,surprise,True
1071,True,surprise,True
1072,True,happy,True
1073,True,surprise,True
1074,True,happy,True
1075,True,surprise,True
1076,True,surprise,True
1077,True,happy,True
1078,True,surprise,True
1079,True,neutral,True
1080,False,,True
1081,False,,True
1082,False,,True
1083,False,,False
1084,False,,False
1085,False,,True
1086,False,,True
1087,False,,True
1088,False,,True
1089,False,,True
1090,False,,False
1091,False,,True
1092,False,,True
1093,False,,True
1094,False,,True
1095,False,,True
1096,False,,True
1097,False,,True
1098,False,,True
1099,False,,True
1100,False,,True
1101,False,,True
1102,False,,True
1103,False,,True
1104,False,,True
1105,False,,True
1106,False,,True
1107,False,,True
1108,False,,True
1109,False,,True
1110,False,,True
1111,False,,True
1112,False,,True
1113,False,,True
1114,False,,True
1115,False,,True
1116,False,,True
1117,False,,True
1118,False,,True
1119,False,,True
1120,False,,True
1121,False,,True
1122,False,,True
1123,False,,True
1124,False,,True
1125,False,,True
1126,False,,True
1127,False,,True
1128,False,,True
1129,False,,True
1130,False,,True
1131,False,,True
1132,False,,True
1133,False,,True
1134,False,,True
1135,False,,True
1136,False,,True
1137,False,,False
1138,False,,False
1139,False,,False
1140,False,,False
1141,False,,False
1142,False,,False
1143,False,,False
1144,False,,False
1145,False,,False
1146,False,,False
1147,False,,False
1148,False,,False
1149,False,,False
1150,False,,False
1151,False,,False
1152,False,,False
1153,False,,False
1154,False,,False
1155,False,,False
1156,False,,False
1157,False,,False
1158,False,,False
1159,False,,False
1160,False,,False
1161,False,,False
1162,False,,False
1163,False,,False
1164,False,,True
1165,False,,True
1166,False,,True
1167,False,,True
1168,False,,True
1169,False,,True
1170,False,,True
1171,False,,True
1172,False,,True
1173,False,,True
1174,False,,True
1175,False,,True
1176,False,,True
1177,False,,True
1178,False,,True
1179,False,,True
1180,False,,True
1181,False,,True
1182,False,,True
1183,False,,True
1184,False,,True
1185,False,,True
1186,False,,True
1187,False,,True
1188,False,,True
1189,False,,True
1190,False,,True
1191,False,,True
1192,False,,True
1193,False,,True
1194,False,,True
1195,False,,False
1196,False,,False
1197,False,,False
1198,False,,False
1199,False,,False
1200,False,,False
1201,False,,False
1202,False,,False
1203,False,,False
1204,False,,False
1205,False,,False
1206,False,,False
1207,False,,False
1208,False,,False
1209,False,,False
1210,False,,False
1211,False,,False
1212,False,,False
1213,False,,False
1214,False,,False
1215,False,,False
1216,False,,False
1217,False,,False
1218,False,,False
1219,False,,False
1220,False,,False
1221,False,,False
1222,False,,False
1223,False,,False
1224,False,,False
1225,False,,False
1226,False,,False
1227,False,,False
1228,False,,False
1229,False,,False
1230,False,,False
1231,False,,False
1232,False,,False
1233,False,,False
1234,False,,False
1235,False,,False
1236,False,,False
1237,True,sad,False
1238,False,,False
1239,False,,True
1240,False,,True
1241,False,,True
1242,False,,True
1243,False,,False
1244,False,,False
1245,False,,False
1246,False,,False
1247,False,,False
1248,False,,False
1249,False,,False
1250,False,,False
1251,False,,False
1252,False,,False
1253,False,,False
1254,False,,False
1255,False,,False
1256,False,,False
1257,False,,False
1258,False,,False
1259,False,,False
1260,True,neutral,False
1261,True,neutral,False
1262,True,neutral,False
1263,True,neutral,False
1264,True,neutral,False
1265,True,neutral,False
1266,True,neutral,False
1267,True,neutral,False
1268,True,neutral,False
1269,True,neutral,False
1270,True,neutral,False
1271,True,neutral,False
1272,True,neutral,False
1273,True,neutral,False
1274,True,neutral,False
1275,True,neutral,False
1276,True,neutral,False
1277,True,neutral,False
1278,True,neutral,False
1279,True,neutral,False
1280,True,neutral,False
1281,True,neutral,False
1282,True,neutral,False
1283,True,neutral,False
1284,True,neutral,False
1285,True,neutral,False
1286,True,neutral,False
1287,True,neutral,False
1288,True,neutral,False
1289,True,neutral,False
1290,True,neutral,False
1291,True,neutral,False
1292,True,neutral,False
1293,True,angry,False
1294,True,angry,False
1295,True,angry,False
1296,True,angry,False
1297,True,neutral,False
1298,True,angry,False
1299,True,angry,False
1300,True,neutral,False
1301,True,neutral,False
1302,True,neutral,False
1303,True,angry,False
1304,True,sad,False
1305,True,fear,False
1306,True,sad,False
1307,True,fear,False
1308,True,sad,False
1309,True,sad,False
1310,True,sad,False
1311,True,fear,False
1312,True,neutral,False
1313,True,sad,False
1314,True,sad,False
1315,True,sad,False
1316,True,fear,False
1317,True,fear,False
1318,True,fear,False
1319,True,sad,False
1320,True,fear,False
1321,True,fear,False
1322,True,happy,False
1323,True,neutral,False
1324,True,neutral,False
1325,True,neutral,False
1326,True,sad,False
1327,True,sad,False
1328,True,neutral,False
1329,True,happy,False
1330,True,neutral,False
1331,True,neutral,False
1332,True,fear,False
1333,True,neutral,False
1334,True,fear,False
1335,True,fear,False
1336,True,happy,False
1337,True,sad,False
1338,True,neutral,False
1339,True,neutral,False
1340,True,fear,False
1341,True,fear,False
1342,True,happy,False
1343,True,neutral,False
1344,True,neutral,False
1345,True,neutral,False
1346,True,neutral,False
1347,True,sad,False
1348,True,neutral,False
1349,True,neutral,False
1350,True,neutral,False
1351,True,neutral,True
1352,True,neutral,True
1353,True,neutral,True
1354,True,sad,True
1355,True,sad,True
1356,True,sad,True
1357,True,sad,True
1358,True,sad,True
1359,True,angry,True
1360,True,fear,True
1361,True,sad,True
1362,True,sad,True
1363,True,neutral,True
1364,True,neutral,True
1365,True,neutral,True
1366,True,neutral,True
1367,True,neutral,True
1368,True,neutral,True
1369,True,sad,True
1370,True,sad,True
1371,True,sad,True
1372,True,sad,True
1373,True,sad,True
1374,True,sad,True
1375,True,sad,True
1376,True,neutral,True
1377,True,sad,True
1378,True,sad,True
1379,True,neutral,True
1380,True,sad,True
1381,True,sad,True
1382,True,neutral,True
1383,True,sad,True
1384,True,sad,True
1385,True,sad,True
1386,True,sad,True
1387,True,sad,True
1388,True,sad,True
1389,True,neutral,True
1390,True,neutral,True
1391,True,neutral,True
1392,True,neutral,True
1393,True,neutral,True
1394,True,neutral,True
1395,True,neutral,True
1396,True,neutral,True
1397,True,neutral,True
1398,True,neutral,True
1399,True,neutral,True
1400,True,neutral,True
1401,True,neutral,True
1402,True,neutral,True
1403,True,neutral,True
1404,True,neutral,True
1405,True,neutral,True
1406,False,,True
1407,False,,True
1408,True,fear,True
1409,False,,True
1410,False,,True
1411,False,,True
1412,True,sad,True
1413,False,,True
1414,False,,True
1415,False,,True
1416,False,,True
1417,False,,True
1418,True,neutral,True
1419,False,,True
1420,False,,True
1421,False,,True
1422,False,,True
1423,False,,True
1424,False,,True
1425,False,,True
1426,False,,True
1427,False,,True
1428,False,,True
1429,True,neutral,True
1430,False,,True
1431,False,,True
1432,False,,True
1433,True,neutral,True
1434,True,neutral,True
1435,True,neutral,True
1436,True,neutral,True
1437,True,neutral,True
1438,True,neutral,True
1439,True,neutral,True
1440,True,happy,True
1441,True,neutral,True
1442,True,neutral,True
1443,True,neutral,True
1444,True,neutral,True
1445,True,neutral,True
1446,True,neutral,True
1447,True,neutral,True
1448,True,happy,True
1449,True,neutral,True
1450,True,happy,True
1451,True,neutral,True
1452,True,happy,True
1453,True,happy,True
1454,True,happy,True
1455,True,happy,True
1456,True,happy,True
1457,True,happy,True
1458,True,happy,True
1459,True,happy,True
1460,True,happy,True
1461,True,happy,True
1462,True,happy,True
1463,True,fear,True
1464,True,happy,True
1465,True,fear,True
1466,True,happy,True
1467,True,happy,True
1468,True,happy,True
1469,True,happy,True
1470,True,happy,True
1471,True,happy,True
1472,True,happy,True
1473,True,happy,True
1474,True,happy,True
1475,True,happy,True
1476,True,happy,True
1477,True,happy,True
1478,True,happy,True
1479,True,happy,True
1480,True,happy,True
1481,True,happy,True
1482,True,happy,True
1483,True,happy,True
1484,True,happy,True
1485,True,happy,True
1486,True,happy,True
1487,True,happy,True
1488,True,happy,True
1489,True,happy,True
1490,True,happy,True
1491,True,happy,True
1492,True,happy,True
1493,True,happy,True
1494,True,happy,True
1495,True,happy,True
1496,True,happy,True
1497,True,happy,True
1498,True,happy,True
1499,True,happy,True
1500,True,happy,True
1501,True,neutral,True
1502,True,fear,True
1503,True,neutral,True
1504,True,fear,True
1505,True,happy,True
1506,True,happy,True
1507,True,happy,True
1508,True,neutral,True
1509,True,happy,True
1510,True,happy,True
1511,True,happy,True
1512,True,happy,True
1513,True,happy,True
1514,True,happy,True
1515,True,happy,True
1516,True,happy,True
1517,True,happy,True
1518,True,happy,True
1519,True,happy,True
1520,True,happy,True
1521,True,happy,True
1522,True,happy,True
1523,True,happy,True
1524,True,happy,True
1525,True,happy,True
1526,True,happy,True
1527,True,happy,True
1528,True,happy,False
1529,True,happy,False
1530,True,neutral,False
1531,True,fear,False
1532,True,fear,False
1533,True,happy,False
1534,True,happy,False
1535,True,happy,False
1536,True,fear,False
1537,True,neutral,False
1538,True,happy,False
1539,True,happy,True
1540,True,happy,True
1541,True,happy,True
1542,True,happy,True
1543,True,happy,True
1544,True,happy,True
1545,True,happy,True
1546,True,happy,True
1547,True,happy,True
1548,True,happy,True
1549,True,happy,True
1550,True,happy,True
1551,True,happy,True
1552,True,happy,True
1553,True,happy,True
1554,True,neutral,True
1555,True,neutral,True
1556,True,neutral,True
1557,True,neutral,True
1558,True,neutral,True
1559,True,neutral,True
1560,True,neutral,True
1561,True,neutral,True
1562,True,fear,True
1563,True,sad,True
1564,True,sad,True
1565,True,neutral,True
1566,True,fear,True
1567,True,happy,True
1568,True,happy,True
1569,True,happy,True
1570,True,happy,True
1571,True,happy,True
1572,True,happy,True
1573,True,happy,True
1574,True,happy,True
1575,True,happy,True
1576,True,happy,True
1577,True,happy,True
1578,True,happy,True
1579,True,happy,True
1580,True,happy,True
1581,True,happy,True
1582,True,happy,True
1583,True,happy,True
1584,True,happy,True
1585,True,happy,True
1586,True,happy,True
1587,True,happy,True
